harness,method,scenario,seed_idx,instance_seed,optimizer_stream
tier1,random,epicenter_biased_N250_K10,11,3135045858,"SeedSequence([9876, 1, 4, 2, 11])"
tier1,random,epicenter_biased_N250_K10,12,1700926609,"SeedSequence([9876, 1, 4, 2, 12])"
tier1,random,epicenter_biased_N250_K10,13,2579258977,"SeedSequence([9876, 1, 4, 2, 13])"
tier1,random,epicenter_biased_N250_K10,14,2995817524,"SeedSequence([9876, 1, 4, 2, 14])"
tier1,random,epicenter_biased_N250_K10,15,1625202065,"SeedSequence([9876, 1, 4, 2, 15])"
tier1,random,epicenter_biased_N250_K10,16,3678295998,"SeedSequence([9876, 1, 4, 2, 16])"
tier1,random,epicenter_biased_N250_K10,17,2218719421,"SeedSequence([9876, 1, 4, 2, 17])"
tier1,random,epicenter_biased_N250_K10,18,3019455314,"SeedSequence([9876, 1, 4, 2, 18])"
tier1,random,epicenter_biased_N250_K10,19,402258950,"SeedSequence([9876, 1, 4, 2, 19])"
tier1,random,epicenter_biased_N250_K10,20,3252644764,"SeedSequence([9876, 1, 4, 2, 20])"
tier1,random,epicenter_biased_N250_K10,21,1449543570,"SeedSequence([9876, 1, 4, 2, 21])"
tier1,random,epicenter_biased_N250_K10,22,1346856644,"SeedSequence([9876, 1, 4, 2, 22])"
tier1,random,epicenter_biased_N250_K10,23,2199227464,"SeedSequence([9876, 1, 4, 2, 23])"
tier1,random,epicenter_biased_N250_K10,24,2125276538,"SeedSequence([9876, 1, 4, 2, 24])"
tier1,random,epicenter_biased_N250_K10,25,2605604208,"SeedSequence([9876, 1, 4, 2, 25])"
tier1,random,epicenter_biased_N250_K10,26,3745677564,"SeedSequence([9876, 1, 4, 2, 26])"
tier1,random,epicenter_biased_N250_K10,27,621459013,"SeedSequence([9876, 1, 4, 2, 27])"
tier1,random,epicenter_biased_N250_K10,28,4211361902,"SeedSequence([9876, 1, 4, 2, 28])"
tier1,random,epicenter_biased_N250_K10,29,867047634,"SeedSequence([9876, 1, 4, 2, 29])"
tier1,mozaffari2016,epicenter_biased_N250_K10,0,119619328,"SeedSequence([9876, 1, 5, 2, 0])"
tier1,mozaffari2016,epicenter_biased_N250_K10,1,3186811806,"SeedSequence([9876, 1, 5, 2, 1])"
tier1,mozaffari2016,epicenter_biased_N250_K10,2,2187988983,"SeedSequence([9876, 1, 5, 2, 2])"
tier1,mozaffari2016,epicenter_biased_N250_K10,3,1254208131,"SeedSequence([9876, 1, 5, 2, 3])"
tier1,mozaffari2016,epicenter_biased_N250_K10,4,4251248789,"SeedSequence([9876, 1, 5, 2, 4])"
tier1,mozaffari2016,epicenter_biased_N250_K10,5,2269744080,"SeedSequence([9876, 1, 5, 2, 5])"
tier1,mozaffari2016,epicenter_biased_N250_K10,6,504948272,"SeedSequence([9876, 1, 5, 2, 6])"
tier1,mozaffari2016,epicenter_biased_N250_K10,7,2467670444,"SeedSequence([9876, 1, 5, 2, 7])"
tier1,mozaffari2016,epicenter_biased_N250_K10,8,662462511,"SeedSequence([9876, 1, 5, 2, 8])"
tier1,mozaffari2016,epicenter_biased_N250_K10,9,1662610699,"SeedSequence([9876, 1, 5, 2, 9])"
tier1,mozaffari2016,epicenter_biased_N250_K10,10,3441849386,"SeedSequence([9876, 1, 5, 2, 10])"
tier1,mozaffari2016,epicenter_biased_N250_K10,11,3135045858,"SeedSequence([9876, 1, 5, 2, 11])"
tier1,mozaffari2016,epicenter_biased_N250_K10,12,1700926609,"SeedSequence([9876, 1, 5, 2, 12])"
tier1,mozaffari2016,epicenter_biased_N250_K10,13,2579258977,"SeedSequence([9876, 1, 5, 2, 13])"
tier1,mozaffari2016,epicenter_biased_N250_K10,14,2995817524,"SeedSequence([9876, 1, 5, 2, 14])"
tier1,mozaffari2016,epicenter_biased_N250_K10,15,1625202065,"SeedSequence([9876, 1, 5, 2, 15])"
tier1,mozaffari2016,epicenter_biased_N250_K10,16,3678295998,"SeedSequence([9876, 1, 5, 2, 16])"
tier1,mozaffari2016,epicenter_biased_N250_K10,17,2218719421,"SeedSequence([9876, 1, 5, 2, 17])"
tier1,mozaffari2016,epicenter_biased_N250_K10,18,3019455314,"SeedSequence([9876, 1, 5, 2, 18])"
tier1,mozaffari2016,epicenter_biased_N250_K10,19,402258950,"SeedSequence([9876, 1, 5, 2, 19])"
tier1,mozaffari2016,epicenter_biased_N250_K10,20,3252644764,"SeedSequence([9876, 1, 5, 2, 20])"
tier1,mozaffari2016,epicenter_biased_N250_K10,21,1449543570,"SeedSequence([9876, 1, 5, 2, 21])"
tier1,mozaffari2016,epicenter_biased_N250_K10,22,1346856644,"SeedSequence([9876, 1, 5, 2, 22])"
tier1,mozaffari2016,epicenter_biased_N250_K10,23,2199227464,"SeedSequence([9876, 1, 5, 2, 23])"
tier1,mozaffari2016,epicenter_biased_N250_K10,24,2125276538,"SeedSequence([9876, 1, 5, 2, 24])"
tier1,mozaffari2016,epicenter_biased_N250_K10,25,2605604208,"SeedSequence([9876, 1, 5, 2, 25])"
tier1,mozaffari2016,epicenter_biased_N250_K10,26,3745677564,"SeedSequence([9876, 1, 5, 2, 26])"
tier1,mozaffari2016,epicenter_biased_N250_K10,27,621459013,"SeedSequence([9876, 1, 5, 2, 27])"
tier1,mozaffari2016,epicenter_biased_N250_K10,28,4211361902,"SeedSequence([9876, 1, 5, 2, 28])"
tier1,mozaffari2016,epicenter_biased_N250_K10,29,867047634,"SeedSequence([9876, 1, 5, 2, 29])"
tier1,alzenad2017,epicenter_biased_N250_K10,0,119619328,"SeedSequence([9876, 1, 6, 2, 0])"
tier1,alzenad2017,epicenter_biased_N250_K10,1,3186811806,"SeedSequence([9876, 1, 6, 2, 1])"
tier1,alzenad2017,epicenter_biased_N250_K10,2,2187988983,"SeedSequence([9876, 1, 6, 2, 2])"
tier1,alzenad2017,epicenter_biased_N250_K10,3,1254208131,"SeedSequence([9876, 1, 6, 2, 3])"
tier1,alzenad2017,epicenter_biased_N250_K10,4,4251248789,"SeedSequence([9876, 1, 6, 2, 4])"
tier1,alzenad2017,epicenter_biased_N250_K10,5,2269744080,"SeedSequence([9876, 1, 6, 2, 5])"
tier1,alzenad2017,epicenter_biased_N250_K10,6,504948272,"SeedSequence([9876, 1, 6, 2, 6])"
tier1,alzenad2017,epicenter_biased_N250_K10,7,2467670444,"SeedSequence([9876, 1, 6, 2, 7])"
tier1,alzenad2017,epicenter_biased_N250_K10,8,662462511,"SeedSequence([9876, 1, 6, 2, 8])"
tier1,alzenad2017,epicenter_biased_N250_K10,9,1662610699,"SeedSequence([9876, 1, 6, 2, 9])"
tier1,alzenad2017,epicenter_biased_N250_K10,10,3441849386,"SeedSequence([9876, 1, 6, 2, 10])"
tier1,alzenad2017,epicenter_biased_N250_K10,11,3135045858,"SeedSequence([9876, 1, 6, 2, 11])"
tier1,alzenad2017,epicenter_biased_N250_K10,12,1700926609,"SeedSequence([9876, 1, 6, 2, 12])"
tier1,alzenad2017,epicenter_biased_N250_K10,13,2579258977,"SeedSequence([9876, 1, 6, 2, 13])"
tier1,alzenad2017,epicenter_biased_N250_K10,14,2995817524,"SeedSequence([9876, 1, 6, 2, 14])"
tier1,alzenad2017,epicenter_biased_N250_K10,15,1625202065,"SeedSequence([9876, 1, 6, 2, 15])"
tier1,alzenad2017,epicenter_biased_N250_K10,16,3678295998,"SeedSequence([9876, 1, 6, 2, 16])"
tier1,alzenad2017,epicenter_biased_N250_K10,17,2218719421,"SeedSequence([9876, 1, 6, 2, 17])"
tier1,alzenad2017,epicenter_biased_N250_K10,18,3019455314,"SeedSequence([9876, 1, 6, 2, 18])"
tier1,alzenad2017,epicenter_biased_N250_K10,19,402258950,"SeedSequence([9876, 1, 6, 2, 19])"
tier1,alzenad2017,epicenter_biased_N250_K10,20,3252644764,"SeedSequence([9876, 1, 6, 2, 20])"
tier1,alzenad2017,epicenter_biased_N250_K10,21,1449543570,"SeedSequence([9876, 1, 6, 2, 21])"
tier1,alzenad2017,epicenter_biased_N250_K10,22,1346856644,"SeedSequence([9876, 1, 6, 2, 22])"
tier1,alzenad2017,epicenter_biased_N250_K10,23,2199227464,"SeedSequence([9876, 1, 6, 2, 23])"
tier1,alzenad2017,epicenter_biased_N250_K10,24,2125276538,"SeedSequence([9876, 1, 6, 2, 24])"
tier1,alzenad2017,epicenter_biased_N250_K10,25,2605604208,"SeedSequence([9876, 1, 6, 2, 25])"
tier1,alzenad2017,epicenter_biased_N250_K10,26,3745677564,"SeedSequence([9876, 1, 6, 2, 26])"
tier1,alzenad2017,epicenter_biased_N250_K10,27,621459013,"SeedSequence([9876, 1, 6, 2, 27])"
tier1,alzenad2017,epicenter_biased_N250_K10,28,4211361902,"SeedSequence([9876, 1, 6, 2, 28])"
tier1,alzenad2017,epicenter_biased_N250_K10,29,867047634,"SeedSequence([9876, 1, 6, 2, 29])"
